,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,oge_id,case_id,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,serialid_x,nname_x,nzip,snum_x,Unnamed: 0_y,dba,location_address,location_city,location_zip_code,district,county_number,county_name,license_type_code,license_number,inspection_number,visit_number,inspection_class,inspection_type,inspection_disposition,inspection_date,number_of_critical_violations,number_of_noncritical_violations,number_of_total_violations,number_of_high_priority_violations,number_of_intermediate_violations,number_of_basic_violations,pda_status,approved_source,original_container,time_and_temperature_control,facilities_to_maintain_ph_tcs,food_and_food_equipment_thermometers,ph_tcs_foods_properly_thawed,unwrapped_or_ph_tcs_food_not_re_served,food_protection_cross_contamination,bare_hand_contact_with_rte_food_aop,in_use_food_dispensing_utensils,employee_health_knowledge,hands_washed_and_clean,clean_clothes_hair_restraints,food_contact_and_nonfood_contact,violation15,dishwashing_facilities,violation17,violation18,violation19,violation20,wiping_cloths_clean_and_soiled_linens,food_contact_surfaces_clean,non_food_contact_surfaces_clean,storage_handling_of_clean_equipment,single_service_and_single_use_items,violation26,water_source_safe_hot,sewage_and_wastewater,plumbing_installed,violation30,handwash_sinks,bathrooms,garbage_and_refuse,violation34,no_presence_or_breeding_of_pests,floors_walls_ceilings,violation37,lighting_provided_as_required,violation39,employee_personal_belongings,chemicals_toxic_substances,cleaning_and_maintenance_equip,complete_separation_from_living_area,violation44,fire_extinguishing_equipment,exits_not_blocked_or_locked,electrical_wiring_outlets_in_good_repair,gas_appliances_boiler_certificate,flammable_combustible_materials,current_license_properly_displayed,other_conditions_sanitary_and_safe_operation,misrepresentation_misbranding,food_management_certification_valid,florida_clean_indoor_air_act,automatic_gratuity_notice,violation56,violation57,violation58,license_id,inspection_visit_id,serialid_y,id,nname_y,snum_y,score,jw,match
837440,837440,837440,2740,California Chicken Grill,TNO Inc,1904 W Pensacola Street,Tallahassee,FL,32304.0,722110.0,105147,1709719,Full-Service Restaurants,2,187.0,1,166.09,1,2012-01-28,2014-01-27,2,R,166.09,1,166.09,0.0,0.0,187.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,105148,california chicken grill,32304,1904,7020,CALIFORNIA CHICKEN GRILL,1904 W PENSACOLA ST,TALLAHASSEE,32304,D6,47,Leon,2010,4702922,2484310,2,Food,Routine - Food,"Call Back - Extension given, pending",2015-05-22,,,6,1.0,2.0,3.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2198938,5563528,109736,109735,california chicken grill,1904,29.237460949834105,1.0,1
838457,838457,838457,6737,Guthrie's of Tallahassee,JCG Enterprises Inc.,1818 W. Tennessee St.,Tallahassee,FL,32304.0,722211.0,136098,1379930,Limited-Service Restaurants,3,0.0,1,220.78,1,2002-10-08,2004-10-07,3,,220.78,1,0.0,220.78,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,136099,guthrie's of tallahassee,32304,1818,19872,GUTHRIES OF TALLAHASSEE,1818 W TENNESSEE ST,TALLAHASSEE,323043355,D6,47,Leon,2010,4702227,2397002,2,Food,Routine - Food,Call Back - Complied,2014-11-14,,,6,0.0,0.0,6.0,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2198358,5459529,109198,109197,guthries of tallahassee,1818,29.237460949834105,0.9916666666666668,1
838980,838980,838980,9896,Mellow Mushroom,"BTC Holdings, LLC",1641 Pensacola Street,Tallahassee,FL,32304.0,72211.0,41198,1598728,Full-Service Restaurants,45,0.0,45,15572.37,45,2009-03-07,2011-03-06,45,,15572.37,45,15572.37,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,41199,mellow mushroom,32304,1641,30720,MELLOW MUSHROOM,1641 WEST PENSACOLA,TALLAHASSEE,32304,D6,47,Leon,2010,4703234,2387671,4,Food,Routine - Food,Call Back - Complied,2014-08-18,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383045,5262516,110174,110173,mellow mushroom,1641,29.237460949834105,1.0,1
840129,840129,840129,14566,Taco Bell,"Progressive Restaurants, Inc.",1506 W. Tennessee St.,Tallahassee,FL,32304.0,722110.0,120833,1374934,Full-Service Restaurants,3,660.0,3,1578.13,3,2003-01-04,2005-01-03,3,R,1578.13,3,0.0,1578.13,0.0,660.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,120834,taco bell,32304,1506,46190,TACO BELL 26452,1506 W TENNESSEE ST,TALLAHASSEE,32304,D6,47,Leon,2010,4702054,2415600,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-08,,,2,0.0,0.0,2.0,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182696,5314454,109158,109157,taco bell 26452,1506,29.237460949834105,0.92,1
844198,844198,844198,12724,Roxys Pub,"Roxys Pub, LLC",309 Clematis Street,West Palm Beach,FL,33401.0,7224.0,97410,1679372,Drinking Places (Alcoholic Beverages),33,0.0,24,23294.61,24,2012-09-01,2013-03-13,33,,23294.61,24,19585.84,3708.77,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,97411,roxys pub,33401,309,39782,ROXYS PUB,309 CLEMATIS ST,WEST PALM BEACH,33401,D2,60,Palm Beach,2010,6019891,2438960,2,Food,Routine - Food,Call Back - Admin. complaint recommended,2015-05-18,,,5,0.0,2.0,3.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5316893,5522862,36361,36360,roxys pub,309,29.237460949834105,1.0,1
844840,844840,844840,12681,Rookies Sports Bar,"Sessa Group, Inc.",3095 Anderson Snow Road,Spring Hill,FL,34609.0,7221.0,114491,1738475,Full-Service Restaurants,2,0.0,0,0.0,0,2012-09-30,2014-09-13,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,114492,rookies sports bar,34609,3095,39669,ROOKIES SPORT BAR & GRILL,3095 ANDERSON SNOW RD,SPRING HILL,34609,D3,37,Hernando,2010,3701001,2419490,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-10-07,,,8,1.0,0.0,7.0,Y,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464115,5320328,40547,40546,rookies sport bar & grill,3095,29.237460949834105,0.9248888888888888,1
845411,845411,845411,7190,Holiday Inn Express,"ESHA Hospitality, Inc.",130 Loblolly Lane,Pensacola,FL,32526.0,721110.0,204347,1477785,Hotels (except Casino Hotels) and Motels,10,0.0,9,940.69,9,2006-06-01,2007-06-01,10,,940.69,9,0.0,940.69,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,204348,holiday inn express,32526,130,21055,HOLIDAY INN EXPRESS,130 LOBLOLLY LANE,PENSACOLA,32526,D6,27,Escambia,2010,2706000,2407832,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-07-08,,,4,2.0,1.0,1.0,Y,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3566481,5303340,107244,107243,holiday inn express,130,29.237460949834105,1.0,1
845836,845836,845836,16105,Waffle House Inc. Unit #1602,Waffle House Inc.,3399 W. Michigan Ave.,Pensacola,FL,32526.0,722211.0,174742,1458265,Limited-Service Restaurants,0,0.0,1,0.0,0,2004-10-12,2006-10-11,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,174743,waffle house inc. unit #1602,32526,3399,51241,WAFFLE HOUSE #1602,3399 MICHIGAN AVE,PENSACOLA,32526,D6,27,Escambia,2010,2705815,2435999,2,Food,Routine - Food,Call Back - Complied,2015-03-09,,,1,1.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422415,5489282,106981,106980,waffle house #1602,3399,29.237460949834105,0.9285714285714286,1
846031,846031,846031,4975,El Apache Restaurant,"Florez and Son, Inc.",922 Blanding Blvd,Orange Park,FL,32065.0,72211.0,186697,1472348,Full-Service Restaurants,0,0.0,0,0.0,0,2005-11-13,2007-11-04,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,186698,el apache restaurant,32065,922,15356,EL APACHE,922 BLANDING BLVD #10,ORANGE PARK,320656285,D5,20,Clay,2010,2000743,2446735,1,Food,Routine - Food,Warning Issued,2015-02-09,,,29,10.0,8.0,11.0,Y,1,0,1,0,0,0,0,4,1,1,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,3,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2150972,5400597,91957,91956,el apache,922,20.272238634675556,0.89,1
846132,846132,846132,8847,Larry's Giant Subs #15,"M.J. Brooks Company, Inc.",700 Blanding Blvd.,Orange Park,FL,32065.0,722211.0,71178,1660907,Limited-Service Restaurants,0,0.0,0,0.0,0,2010-07-19,2012-07-18,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,71179,larry's giant subs #15,32065,700,26552,LARRY'S GIANT SUBS,700 BLANDING BLVD #15,ORANGE PARK,320655813,D5,20,Clay,2010,2000613,2391453,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-10-15,,,4,0.0,2.0,2.0,Y,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150945,5272294,91941,91940,larry's giant subs,700,29.237460949834105,0.9636363636363636,1
847040,847040,847040,3867,Countryside Lanes,"Socia Enterprises of Clearwater, Inc.",27867 US 19N,Clearwater,FL,33761.0,713950.0,45838,1613576,Bowling Centers,13,0.0,8,1534.09,8,2009-06-27,2011-06-27,13,,1534.09,8,1062.28,471.81,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,45839,countryside lanes,33761,27867,11733,COUNTRYSIDE LANES/ LUCKY'S,27867 US HWY 19 N,CLEARWATER,33761,D3,62,Pinellas,2010,6209215,2434376,1,Food,Routine - Food,Warning Issued,2015-01-14,,,9,1.0,1.0,7.0,Y,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5734141,5343033,51811,51810,countryside lanes/ lucky's,27867,29.237460949834105,0.9307692307692308,1
847467,847467,847467,5657,First Watch,"First Watch Restaurants, Inc.",2569 Countryside Blvd,Clearwater,FL,33761.0,722110.0,60250,1633048,Full-Service Restaurants,0,0.0,0,0.0,0,2009-11-15,2011-11-13,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,60251,first watch,33761,2569,17084,FIRST WATCH #53,2569 COUNTRYSIDE BLVD,CLEARWATER,33761,D3,62,Pinellas,2010,6214177,2437770,1,Food,Routine - Food,Emergency order recommended,2015-01-20,,,11,4.0,0.0,7.0,Y,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302772,5369209,53514,53513,first watch #53,2569,29.237460949834105,0.9466666666666668,1
848674,848674,848674,12332,Red Lobster #348,"Darden Restaurants, Inc.",26320 US 19 North,Clearwater,FL,33761.0,7221.0,59988,1632453,Full-Service Restaurants,0,0.0,0,0.0,0,2009-12-26,2011-12-25,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,59989,red lobster #348,33761,26320,38598,RED LOBSTER #0348,26320 US 19 N,CLEARWATER,33761,D3,62,Pinellas,2010,6208055,2436525,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-08-21,,,12,2.0,1.0,9.0,Y,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911301,5364895,51598,51597,red lobster #0348,26320,29.237460949834105,0.9882352941176472,1
850201,850201,850201,6735,Gusto D' Amore,"Mira SSJ, Inc.",80 Live Oak Street,Tarpon Springs,FL,34689.0,722110.0,161532,1727989,Full-Service Restaurants,1,0.0,0,0.0,0,2013-10-01,2014-06-15,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,161533,gusto d' amore,34689,80,19863,GUSTO D' AMORE,80 W LIVE OAK STREET,TARPON SPRINGS,34689,D3,62,Pinellas,2010,6215304,2431014,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-12-19,,,23,1.0,5.0,17.0,Y,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5683167,5337677,54429,54428,gusto d' amore,80,29.237460949834105,1.0,1
850447,850447,850447,7174,Hiro's Tokyo Japanese Steak House & Sushi,"Hiro Lin, Inc",39522 US Hwy 19 N,Tarpon Springs,FL,34689.0,722110.0,87930,1682870,Full-Service Restaurants,5,0.0,3,8862.81,3,2011-03-28,2013-03-25,5,,8862.81,3,5254.41,3608.4,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,87931,hiro's tokyo japanese steak house & sushi,34689,39522,49474,TOKYO JAPANESE SEAFOOD STK HSE,39522 N US HWY 19,TARPON SPGS,34689,D3,62,Pinellas,2010,6214767,2450971,1,Food,Complaint Full,Inspection Completed - No Further Action,2014-09-26,,,23,1.0,9.0,13.0,Y,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,0,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2239756,5414489,53926,53925,tokyo japanese seafood stk hse,39522,20.272238634675556,0.7351819589624468,1
850964,850964,850964,9135,Los Mexicanos Tarpon Springs,Roman of Pinellas Corporation,38954 US Hwy19 N,Tarpon springs,FL,34689.0,722110.0,82625,1670963,Full-Service Restaurants,5,0.0,2,1209.91,2,2010-07-04,2012-07-01,5,,1209.91,2,819.97,389.94,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,82626,los mexicanos tarpon springs,34689,38954,28018,LOS MEXICANOS,38954 US HWY 19,TARPON SPRINGS,34689,D3,62,Pinellas,2010,6214848,2488813,1,Food,Complaint Full,Inspection Completed - No Further Action,2015-07-08,,,40,4.0,6.0,30.0,Y,0,1,1,0,0,0,0,4,0,0,0,2,0,3,0,1,0,0,0,0,1,5,5,1,1,0,0,0,1,0,0,1,0,0,0,9,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444506,5585531,53994,53993,los mexicanos,38954,20.272238634675556,0.8928571428571429,1
851258,851258,851258,11621,"Plaka Restaurant, Inc.","Plaka Restaurant, Inc.",769 Dodecanese Boulevard,Tarpon Springs,FL,34689.0,7221.0,114366,1736472,Full-Service Restaurants,1,0.0,0,0.0,0,2012-09-23,2014-09-21,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,114367,"plaka restaurant, inc.",34689,769,37109,PLAKA REST,769 DODECANESE BLVD,TARPON SPGS,346893131,D3,62,Pinellas,2010,6200129,2393767,1,Food,Routine - Food,Warning Issued,2014-09-15,,,21,0.0,5.0,16.0,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2233936,5277000,50910,50909,plaka rest,769,20.272238634675556,0.890909090909091,1
