,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,oge_id,case_id,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,serialid_x,nname_x,nzip,snum_x,Unnamed: 0_y,dba,location_address,location_city,location_zip_code,district,county_number,county_name,license_type_code,license_number,inspection_number,visit_number,inspection_class,inspection_type,inspection_disposition,inspection_date,number_of_critical_violations,number_of_noncritical_violations,number_of_total_violations,number_of_high_priority_violations,number_of_intermediate_violations,number_of_basic_violations,pda_status,approved_source,original_container,time_and_temperature_control,facilities_to_maintain_ph_tcs,food_and_food_equipment_thermometers,ph_tcs_foods_properly_thawed,unwrapped_or_ph_tcs_food_not_re_served,food_protection_cross_contamination,bare_hand_contact_with_rte_food_aop,in_use_food_dispensing_utensils,employee_health_knowledge,hands_washed_and_clean,clean_clothes_hair_restraints,food_contact_and_nonfood_contact,violation15,dishwashing_facilities,violation17,violation18,violation19,violation20,wiping_cloths_clean_and_soiled_linens,food_contact_surfaces_clean,non_food_contact_surfaces_clean,storage_handling_of_clean_equipment,single_service_and_single_use_items,violation26,water_source_safe_hot,sewage_and_wastewater,plumbing_installed,violation30,handwash_sinks,bathrooms,garbage_and_refuse,violation34,no_presence_or_breeding_of_pests,floors_walls_ceilings,violation37,lighting_provided_as_required,violation39,employee_personal_belongings,chemicals_toxic_substances,cleaning_and_maintenance_equip,complete_separation_from_living_area,violation44,fire_extinguishing_equipment,exits_not_blocked_or_locked,electrical_wiring_outlets_in_good_repair,gas_appliances_boiler_certificate,flammable_combustible_materials,current_license_properly_displayed,other_conditions_sanitary_and_safe_operation,misrepresentation_misbranding,food_management_certification_valid,florida_clean_indoor_air_act,automatic_gratuity_notice,violation56,violation57,violation58,license_id,inspection_visit_id,serialid_y,id,nname_y,snum_y,score,jw,match
472457,472457,472457,11023,Outback Steakhouse,"Outback Steakhouse of Florida, LLC",1775 Wells Road,Orange Park,FL,32073.0,722110.0,47468,1618836,Full-Service Restaurants,39,0.0,38,1953.15,38,2009-06-11,2011-06-08,39,R,1953.15,38,1953.15,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,47469,outback steakhouse,32073,1775,34247,OUTBACK STEAKHOUSE #1033,1775 WELLS RD,ORANGE PARK,32073,D5,20,Clay,2010,2000734,2413537,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-29,,,6,1.0,2.0,3.0,Y,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046632,5311602,91955,91954,outback steakhouse #1033,1775,29.237460949834105,0.95,1
474240,474240,474240,14129,Subway,"Walker Brothers, Inc.",2101 S Highway 77,Lynn Haven,FL,32444.0,722211.0,61736,1636391,Limited-Service Restaurants,7,0.0,5,490.81,5,2009-12-14,2011-12-13,7,,490.81,5,171.64,319.17,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,61737,subway,32444,2101,44710,SUBWAY 35784,2101 S HWY 77,LYNN HAVEN,32444,D6,13,Bay,2010,1305410,2413293,1,Food,Routine - Food,Warning Issued,2014-09-15,,,5,1.0,2.0,2.0,Y,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4047412,5311284,105526,105525,subway 35784,2101,20.272238634675556,0.9,1
475183,475183,475183,12047,Queen Mary Inn & Suites,"Bayou Grande Management, LLC",8240 North Davis Highway,Pensacola,FL,32514.0,721110.0,99050,1691152,Hotels (except Casino Hotels) and Motels,19,0.0,17,0.0,0,2011-05-15,2013-05-14,19,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,99051,queen mary inn & suites,32514,8240,38185,QUEEN MARY INN,8240 N DAVIS HWY,PENSACOLA,32514,D6,27,Escambia,2010,2706161,2416346,2,Food,Routine - Food,"Call Back - Extension given, pending",2014-10-22,,,2,0.0,2.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4315329,5402312,107495,107494,queen mary inn,8240,29.237460949834105,0.9217391304347826,1
476227,476227,476227,4849,EL Potrillo,Quincy Discolandia MX INC,1951 West Jefferson Street,Quincy,FL,32351.0,722110.0,101934,1702110,Full-Service Restaurants,3,0.0,1,2131.19,1,2011-10-30,2013-10-29,3,,2131.19,1,2004.88,126.31,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,101935,el potrillo,32351,1951,15688,EL POTRILLO MEXICAN RESTAURANT & BAR,1951 W JEFFERSON ST,QUINCY,32351,D6,30,Gadsden,2010,3000351,2407853,2,Food,Routine - Food,Emergency Order Callback Time Extension,2014-08-07,,,4,0.0,2.0,2.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3579334,5387684,108154,108153,el potrillo mexican restaurant & bar,1951,20.272238634675556,0.8611111111111112,1
478287,478287,478287,7162,"Hilton Grand Vacations Company, LLC",Hilton Resorts Corporation,6355 Metro West Blvd.,Orlando,FL,32835.0,721199.0,140575,1415212,All Other Traveler Accommodation,167,0.0,167,47809.89,167,2003-09-22,2005-09-21,167,,47809.89,167,0.0,47809.89,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,140576,"hilton grand vacations company, llc",32835,6355,20917,HILTON GRAND VACATIONS,6355 METRO W BLVD,ORLANDO,32835,D4,58,Orange,2015,5811278,1103484,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-10-20,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5549288,5331543,74549,74548,hilton grand vacations,6355,29.237460949834105,0.9257142857142856,1
479704,479704,479704,3183,Checkers,Checkers Drive-in Restaurants of North Ameri,1972 Gulf To Bay Boulevard,Clearwater,FL,33765.0,722211.0,19942,1554514,Limited-Service Restaurants,0,0.0,0,0.0,0,2007-11-05,2009-11-02,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,19943,checkers,33765,1972,8510,CHECKERS GULF TO BAY 119,1972 GULF TO BAY BLVD,CLEARWATER,33765,D3,62,Pinellas,2010,6210947,2456928,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-03-23,,,11,3.0,1.0,7.0,Y,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2237131,5433944,52235,52234,checkers gulf to bay 119,1972,20.272238634675556,0.8666666666666666,1
480063,480063,480063,4748,Dunkin Donuts,"Gulf to Bay Donuts, Inc.",2551 Gulf to Bay Blvd,Clearwater,FL,33765.0,722211.0,191110,1497068,Limited-Service Restaurants,60,2475.0,47,9015.89,42,2006-08-23,2007-11-15,54,,9015.89,42,280.8,8735.09,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,5,5,2475.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,191111,dunkin donuts,33765,2551,14850,DUNKIN DONUTS / BASKIN ROBBINS,2551 GULF TO BAY BLVD,CLEARWATER,33765,D3,62,Pinellas,2010,6215872,2407464,2,Food,Routine - Food,"Call Back - Extension given, pending",2015-03-23,,,13,3.0,3.0,7.0,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3518322,5526081,55218,55217,dunkin donuts / baskin robbins,2551,20.272238634675556,0.8866666666666667,1
480803,480803,480803,9723,McCabe's Cafe,"Tara Foods 1 Inc., dba McCabe's Cafe",2233 Gulf to Bay Boulevard,Clearwater,FL,33765.0,722110.0,43089,1604884,Full-Service Restaurants,2,0.0,1,27.0,1,2009-04-20,2011-04-17,2,,27.0,1,27.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,43090,mccabe's cafe,33765,2233,29644,MCCABE'S RESTAURANT,2233 GULF TO BAY BLVD,CLEARWATER,33765,D3,62,Pinellas,2010,6216226,2454616,2,Food,Routine - Food,Call Back - Complied,2014-12-18,,,7,1.0,1.0,5.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617807,5479756,55648,55647,mccabe's restaurant,2233,20.272238634675556,0.8668384247331616,1
482068,482068,482068,16559,Zeko's Pizzaria,Zeko's Pizzeria LLC,2001 Gulf to Bay Blvd,Clearwater,FL,33765.0,722110.0,114324,1736075,Full-Service Restaurants,2,0.0,1,1350.0,1,2012-07-26,2014-07-25,2,,1350.0,1,0.0,1350.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,114325,zeko's pizzaria,33765,2001,53435,ZEKOS PIZZERIA,2001 GULF TO BAY BLVD,CLEARWATER,33765,D3,62,Pinellas,2010,6216435,2412172,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-07-22,,,12,2.0,4.0,6.0,Y,0,1,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3959217,5309639,55930,55929,zekos pizzeria,2001,29.237460949834105,0.935970695970696,1
483486,483486,483486,2498,Burger King Corporation #30,Burger King Corporation,5401 NW 7 Avenue,Miami,FL,33127.0,722211.0,77851,1658025,Limited-Service Restaurants,103,0.0,67,38511.81,67,2010-06-08,2012-06-07,103,,38511.81,67,8493.43,30018.38,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,77852,burger king corporation #30,33127,5401,6131,BURGER KING #30,5401 NW 7 AVE,MIAMI,33127,D1,23,Dade,2010,2302879,2412809,2,Food,Routine - Food,Call Back - Complied,2015-03-23,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005887,5496186,558,557,burger king #30,5401,29.237460949834105,0.9111111111111112,1
483810,483810,483810,3188,Chef Creole,Chef Creole Inc,200 NW 54 St,Miami,FL,33127.0,722110.0,39000,1591384,Full-Service Restaurants,5,0.0,2,0.0,0,2009-07-19,2011-07-18,5,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,39001,chef creole,33127,200,8600,CHEF CREOLE,200 NW 54 STREET,MIAMI,33127,D1,23,Dade,2010,2330245,2405532,2,Food,Routine - Food,Call Back - Complied,2014-12-16,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477204,5478792,8960,8959,chef creole,200,29.237460949834105,1.0,1
489068,489068,489068,3656,Comfort Suites Airport,Brahmbhatt Brothers Incorporated,1180 Airport Road,Jacksonville,FL,32218.0,72111.0,175426,1460084,Hotels (except Casino Hotels) and Motels,7,0.0,7,1304.73,7,2005-01-05,2007-01-04,7,,1304.73,7,0.0,1304.73,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,175427,comfort suites airport,32218,1180,11194,COMFORT SUITES AIRPORT,1180 AIRPORT RD,JACKSONVILLE,32218,D5,26,Duval,2010,2612969,2392273,1,Food,Routine - Food,Warning Issued,2014-07-21,,,1,0.0,1.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2177256,5274327,95450,95449,comfort suites airport,1180,29.237460949834105,1.0,1
491348,491348,491348,9741,McDonald Store #15462,"DCC Lee Enterprises, Inc",12100 Lem Turner Rd,Jacksonville,FL,32218.0,722211.0,114450,1737580,Limited-Service Restaurants,1,0.0,1,20.88,1,2012-06-01,2014-05-30,1,,20.88,1,20.88,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,114451,mcdonald store #15462,32218,12100,30461,MCDONALDS LEM TURNER,12100 LEM TURNER RD,JACKSONVILLE,32218,D5,26,Duval,2010,2611608,2427417,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-03-25,,,11,5.0,3.0,3.0,Y,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504925,5332043,94386,94385,mcdonalds lem turner,12100,20.272238634675556,0.8304761904761905,1
491531,491531,491531,9759,McDonald's Restaurant,"Branty Enterprises, Inc.",11130 Lem Turner Road,Jacksonville,FL,32218.0,722211.0,33964,1571600,Limited-Service Restaurants,9,0.0,8,378.82,6,2008-07-29,2010-07-28,9,,378.82,6,378.82,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,33965,mcdonald's restaurant,32218,11130,30083,MCDONALDS,11130 LEM TURNER RD,JACKSONVILLE,32218,D5,26,Duval,2010,2609804,2418283,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-12-19,,,2,0.0,1.0,1.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403053,5318488,93904,93903,mcdonalds,11130,20.272238634675556,0.8857142857142858,1
492099,492099,492099,11017,Outback Steakhouse,"OS Restaurant Services, LLC",795 Skymarks Drive,Jacksonville,FL,32218.0,722110.0,113156,1729972,Full-Service Restaurants,1,0.0,0,0.0,0,2013-08-05,2014-05-25,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,113157,outback steakhouse,32218,795,34231,OUTBACK STEAKHOUSE,795 SKYMARKS DR,JACKSONVILLE,32218,D5,26,Duval,2010,2614941,2465158,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-06-17,,,6,0.0,0.0,6.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521214,5462105,98248,98247,outback steakhouse,795,29.237460949834105,1.0,1
494390,494390,494390,16227,Wendy's,"Wen South, LLC",12135 Lem Turner Rd.,Jacksonville,FL,32218.0,722211.0,36856,1583703,Limited-Service Restaurants,1,0.0,1,28.95,1,2009-04-01,2010-10-29,1,,28.95,1,28.95,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,36857,wendy's,32218,12135,51773,WENDY'S #75,12135 LEM TURNER RD,JACKSONVILLE,32218,D5,26,Duval,2010,2613186,2412853,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-12,,,3,0.0,2.0,1.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4016861,5310653,95696,95695,wendy's #75,12135,29.237460949834105,0.9272727272727272,1
494686,494686,494686,7453,IHop,"Pritesh, Inc.",10332 Highway 441,Leesburg,FL,34788.0,722110.0,112423,1727344,Full-Service Restaurants,1,0.0,0,0.0,0,2012-07-08,2014-06-22,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,112424,ihop,34788,10332,22278,IHOP,10332 HWY 441,LEESBURG,34788,D4,45,Lake,2010,4501874,2456115,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-01-26,,,8,1.0,1.0,6.0,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882668,5431216,67031,67030,ihop,10332,29.237460949834105,1.0,1
